axis,dataset,timepoint,split,donor,model,family,pearson_delta,e_distance,aucell::T_cell_activation_n_genes,aucell::T_cell_activation_mae,aucell::IL2_STAT5_n_genes,aucell::IL2_STAT5_mae,aucell::type_I_IFN_n_genes,aucell::type_I_IFN_mae,aucell::type_II_IFN_n_genes,aucell::type_II_IFN_mae,aucell_delta_mae,aucell_delta_score,n_test,n_strata,n_response_genes,leak_free,source_file
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D429,D429,scGen,latent,0.0630126850486298,5.6136,4,0.0206,3,0.0167,3,0.0222,5,0.0105,0.0175,-0.0175,600,2,81,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D430,D430,cell-mean,simple,0.3687,6.0305,4,0.0171,3,0.0174,3,0.2401,5,0.0206,0.0738,-0.0738,600,2,74,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D430,D430,ctrl-pred,simple,0.0939,6.3282,4,0.0171,3,0.0174,3,0.0231,5,0.0206,0.0195,-0.0195,600,2,74,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D430,D430,donor-shift,simple,-0.0272,6.3291,4,0.0171,3,0.0174,3,0.0231,5,0.0206,0.0195,-0.0195,600,2,74,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D430,D430,linear-PCA,simple,-0.0522,6.3287,4,0.0171,3,0.0174,3,0.0231,5,0.0206,0.0195,-0.0195,600,2,74,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D430,D430,scGen,latent,0.2439469789802186,6.2021,4,0.0171,3,0.0174,3,0.0231,5,0.032,0.0224,-0.0224,600,2,74,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D431,D431,cell-mean,simple,0.2533,5.5573,4,0.0205,3,0.0205,3,0.2449,5,0.0135,0.0749,-0.0749,600,2,91,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D431,D431,ctrl-pred,simple,-0.0465,5.6191,4,0.0205,3,0.2426,3,0.0182,5,0.0135,0.0737,-0.0737,600,2,91,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D431,D431,donor-shift,simple,-0.1308,5.6715,4,0.0205,3,0.2075,3,0.0182,5,0.0135,0.065,-0.065,600,2,91,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D431,D431,linear-PCA,simple,-0.1788,5.6694,4,0.0205,3,0.2251,3,0.0182,5,0.0135,0.0693,-0.0693,600,2,91,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D431,D431,scGen,latent,0.1478624805940574,5.7461,4,0.0205,3,0.0205,3,0.0182,5,0.0135,0.0182,-0.0182,600,2,91,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D432,D432,cell-mean,simple,0.2601,5.7342,4,0.0588,3,0.016,3,0.2137,5,0.0211,0.0774,-0.0774,600,2,72,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D432,D432,ctrl-pred,simple,0.0696,5.8614,4,0.0202,3,0.016,3,0.0319,5,0.0211,0.0223,-0.0223,600,2,72,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D432,D432,donor-shift,simple,0.0897,5.8353,4,0.0202,3,0.016,3,0.0319,5,0.0211,0.0223,-0.0223,600,2,72,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D432,D432,linear-PCA,simple,0.0845,5.8371,4,0.0202,3,0.016,3,0.0319,5,0.0211,0.0223,-0.0223,600,2,72,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D432,D432,scGen,latent,0.1149054958573415,5.7619,4,0.0202,3,0.016,3,0.0319,5,0.0211,0.0223,-0.0223,600,2,72,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D433,D433,cell-mean,simple,0.2424,5.9774,4,0.0344,3,0.0149,3,0.2244,5,0.0109,0.0712,-0.0712,600,2,76,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D433,D433,ctrl-pred,simple,0.0065,5.8593,4,0.0344,3,0.0149,3,0.0212,5,0.0109,0.0204,-0.0204,600,2,76,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D433,D433,donor-shift,simple,-0.0248,5.8391,4,0.0344,3,0.0149,3,0.0212,5,0.0109,0.0204,-0.0204,600,2,76,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D433,D433,linear-PCA,simple,-0.0127,5.8381,4,0.0344,3,0.0149,3,0.0212,5,0.0109,0.0204,-0.0204,600,2,76,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D433,D433,scGen,latent,0.1441945045639128,5.778,4,0.0344,3,0.0149,3,0.0212,5,0.0109,0.0204,-0.0204,600,2,76,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D434,D434,cell-mean,simple,0.1196,5.6892,4,0.0264,3,0.0112,3,0.2059,5,0.0121,0.0639,-0.0639,482,2,73,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D434,D434,ctrl-pred,simple,0.0071,5.5786,4,0.0264,3,0.0112,3,0.0222,5,0.0121,0.018,-0.018,482,2,73,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D434,D434,donor-shift,simple,0.0328,5.566,4,0.0264,3,0.0112,3,0.0222,5,0.0121,0.018,-0.018,482,2,73,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D434,D434,linear-PCA,simple,0.0212,5.5654,4,0.0264,3,0.0112,3,0.0222,5,0.0121,0.018,-0.018,482,2,73,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D434,D434,scGen,latent,0.1279667873438581,5.5265,4,0.0264,3,0.0112,3,0.0222,5,0.0121,0.018,-0.018,482,2,73,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D435,D435,cell-mean,simple,0.2896,5.1211,4,0.029,3,0.0163,3,0.2246,5,0.0256,0.0739,-0.0739,600,2,76,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D435,D435,ctrl-pred,simple,-0.0141,5.0222,4,0.029,3,0.0163,3,0.0211,5,0.0256,0.023,-0.023,600,2,76,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D435,D435,donor-shift,simple,-0.0168,5.0147,4,0.029,3,0.0163,3,0.0211,5,0.0256,0.023,-0.023,600,2,76,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D435,D435,linear-PCA,simple,-0.034,5.0141,4,0.029,3,0.0163,3,0.0211,5,0.0256,0.023,-0.023,600,2,76,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D435,D435,scGen,latent,0.1872763555035761,4.9222,4,0.029,3,0.0163,3,0.0211,5,0.0256,0.023,-0.023,600,2,76,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D436,D436,cell-mean,simple,0.26,5.4036,4,0.0262,3,0.0141,3,0.2199,5,0.0125,0.0682,-0.0682,600,2,78,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D436,D436,ctrl-pred,simple,0.1053,5.4573,4,0.0262,3,0.0141,3,0.0257,5,0.0125,0.0196,-0.0196,600,2,78,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D436,D436,donor-shift,simple,0.0468,5.4338,4,0.0262,3,0.0141,3,0.0257,5,0.0125,0.0196,-0.0196,600,2,78,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D436,D436,linear-PCA,simple,0.0509,5.4343,4,0.0262,3,0.0141,3,0.0257,5,0.0125,0.0196,-0.0196,600,2,78,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D436,D436,scGen,latent,0.1403322944753742,5.2649,4,0.0262,3,0.0141,3,0.0257,5,0.0125,0.0196,-0.0196,600,2,78,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D439,D439,cell-mean,simple,0.2346,5.5072,4,0.0182,3,0.0194,3,0.2411,5,0.017,0.0739,-0.0739,600,2,78,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D439,D439,ctrl-pred,simple,0.078,5.6339,4,0.0182,3,0.0194,3,0.0221,5,0.017,0.0192,-0.0192,600,2,78,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D439,D439,donor-shift,simple,-0.0242,5.6107,4,0.0182,3,0.0194,3,0.0221,5,0.017,0.0192,-0.0192,600,2,78,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D439,D439,linear-PCA,simple,0.0115,5.6083,4,0.0182,3,0.0194,3,0.0221,5,0.017,0.0192,-0.0192,600,2,78,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D439,D439,scGen,latent,0.1744203916270932,5.4759,4,0.1791,3,0.2437,3,0.0221,5,0.017,0.1155,-0.1155,600,2,78,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D440,D440,cell-mean,simple,0.2264,4.9776,4,0.0219,3,0.0164,3,0.2027,5,0.0194,0.0651,-0.0651,600,2,75,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D440,D440,ctrl-pred,simple,0.0738,4.9528,4,0.0219,3,0.0164,3,0.0254,5,0.0194,0.0208,-0.0208,600,2,75,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D440,D440,donor-shift,simple,0.0204,4.9293,4,0.0219,3,0.0164,3,0.0254,5,0.0194,0.0208,-0.0208,600,2,75,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D440,D440,linear-PCA,simple,0.0437,4.9287,4,0.0219,3,0.0164,3,0.0254,5,0.0194,0.0208,-0.0208,600,2,75,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D440,D440,scGen,latent,0.1739916044292119,4.9414,4,0.1755,3,0.2467,3,0.0254,5,0.0194,0.1167,-0.1167,600,2,75,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D441,D441,cell-mean,simple,0.2576,5.2397,4,0.0254,3,0.016,3,0.2175,5,0.0248,0.0709,-0.0709,600,2,74,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D441,D441,ctrl-pred,simple,-0.0549,5.3696,4,0.0254,3,0.016,3,0.0281,5,0.0384,0.027,-0.027,600,2,74,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D441,D441,donor-shift,simple,0.0752,5.3531,4,0.0254,3,0.016,3,0.0281,5,0.0489,0.0296,-0.0296,600,2,74,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D441,D441,linear-PCA,simple,0.0499,5.3542,4,0.0254,3,0.016,3,0.0281,5,0.0384,0.027,-0.027,600,2,74,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D441,D441,scGen,latent,0.1568258867032735,5.2292,4,0.0254,3,0.016,3,0.0281,5,0.1015,0.0428,-0.0428,600,2,74,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D442,D442,cell-mean,simple,0.2715,5.118,4,0.0272,3,0.0142,3,0.2054,5,0.0222,0.0673,-0.0673,600,2,76,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D442,D442,ctrl-pred,simple,-0.0275,5.2212,4,0.0272,3,0.0142,3,0.0226,5,0.0222,0.0216,-0.0216,600,2,76,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D442,D442,donor-shift,simple,0.017,5.2051,4,0.0272,3,0.0142,3,0.0226,5,0.0222,0.0216,-0.0216,600,2,76,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D442,D442,linear-PCA,simple,0.0301,5.2044,4,0.0272,3,0.0142,3,0.0226,5,0.0222,0.0216,-0.0216,600,2,76,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D442,D442,scGen,latent,0.1681057453428039,5.1084,4,0.0272,3,0.0142,3,0.0226,5,0.0222,0.0216,-0.0216,600,2,76,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D443,D443,cell-mean,simple,0.2,5.1501,4,0.0201,3,0.0219,3,0.2206,5,0.0244,0.0718,-0.0718,600,2,73,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D443,D443,ctrl-pred,simple,-0.0047,5.2065,4,0.0194,3,0.0307,3,0.025,5,0.0244,0.0249,-0.0249,600,2,73,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D443,D443,donor-shift,simple,0.017,5.1903,4,0.0201,3,0.0219,3,0.025,5,0.0244,0.0229,-0.0229,600,2,73,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D443,D443,linear-PCA,simple,0.0426,5.1907,4,0.0201,3,0.0219,3,0.025,5,0.0244,0.0229,-0.0229,600,2,73,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D443,D443,scGen,latent,0.0898255475773691,5.141,4,0.0852,3,0.1185,3,0.025,5,0.0244,0.0633,-0.0633,600,2,73,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D445,D445,cell-mean,simple,0.2353,5.6148,4,0.0224,3,0.0142,3,0.1926,5,0.0206,0.0625,-0.0625,600,2,78,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D445,D445,ctrl-pred,simple,-0.0631,5.2056,4,0.0092,3,0.0142,3,0.018,5,0.0206,0.0155,-0.0155,600,2,78,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D445,D445,donor-shift,simple,-0.0391,5.2131,4,0.0092,3,0.0142,3,0.018,5,0.0206,0.0155,-0.0155,600,2,78,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D445,D445,linear-PCA,simple,-0.0771,5.211,4,0.0224,3,0.0142,3,0.018,5,0.0206,0.0188,-0.0188,600,2,78,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D445,D445,scGen,latent,0.2120360686813441,5.2442,4,0.0224,3,0.0142,3,0.018,5,0.0206,0.0188,-0.0188,600,2,78,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D446,D446,cell-mean,simple,0.1898,5.799,4,0.0174,3,0.0148,3,0.2069,5,0.0235,0.0656,-0.0656,600,2,78,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D446,D446,ctrl-pred,simple,0.0234,5.3971,4,0.0174,3,0.0148,3,0.0212,5,0.0235,0.0192,-0.0192,600,2,78,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D446,D446,donor-shift,simple,0.0188,5.3946,4,0.0174,3,0.0148,3,0.0212,5,0.0235,0.0192,-0.0192,600,2,78,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D446,D446,linear-PCA,simple,-0.0281,5.392,4,0.0174,3,0.0148,3,0.0212,5,0.0235,0.0192,-0.0192,600,2,78,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D446,D446,scGen,latent,0.1088164150003729,5.5529,4,0.0174,3,0.0148,3,0.0212,5,0.0235,0.0192,-0.0192,600,2,78,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D447,D447,cell-mean,simple,0.2391,8.1405,4,0.007,3,0.0063,3,0.2226,5,0.0155,0.0629,-0.0629,600,2,73,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D447,D447,ctrl-pred,simple,0.0604,8.848,4,0.0126,3,0.0063,3,0.023,5,0.0155,0.0144,-0.0144,600,2,73,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D447,D447,donor-shift,simple,0.0569,8.8178,4,0.0126,3,0.0063,3,0.023,5,0.0155,0.0144,-0.0144,600,2,73,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D447,D447,linear-PCA,simple,0.0393,8.816,4,0.0126,3,0.0063,3,0.023,5,0.0155,0.0144,-0.0144,600,2,73,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D447,D447,scGen,latent,0.1047162379583514,8.818,4,0.0126,3,0.0063,3,0.023,5,0.0155,0.0144,-0.0144,600,2,73,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D448,D448,cell-mean,simple,0.3312,6.1719,4,0.0166,3,0.0156,3,0.1927,5,0.026,0.0627,-0.0627,600,2,75,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D448,D448,ctrl-pred,simple,-0.0315,5.66,4,0.0166,3,0.1423,3,0.0178,5,0.026,0.0507,-0.0507,600,2,75,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D448,D448,donor-shift,simple,-0.0079,5.6526,4,0.0166,3,0.0722,3,0.0178,5,0.026,0.0332,-0.0332,600,2,75,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D448,D448,linear-PCA,simple,-0.0334,5.6532,4,0.0166,3,0.0897,3,0.0178,5,0.026,0.0375,-0.0375,600,2,75,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D448,D448,scGen,latent,0.1788977663491208,5.6962,4,0.0166,3,0.0156,3,0.0178,5,0.026,0.019,-0.019,600,2,75,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D449,D449,cell-mean,simple,0.308,5.2913,4,0.0205,3,0.0144,3,0.247,5,0.0172,0.0748,-0.0748,600,2,79,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D449,D449,ctrl-pred,simple,0.0456,5.1351,4,0.0205,3,0.0144,3,0.0162,5,0.0172,0.0171,-0.0171,600,2,79,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D449,D449,donor-shift,simple,-0.0392,5.1246,4,0.0205,3,0.0144,3,0.0162,5,0.0172,0.0171,-0.0171,600,2,79,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D449,D449,linear-PCA,simple,-0.0015,5.1239,4,0.0205,3,0.0144,3,0.0162,5,0.0172,0.0171,-0.0171,600,2,79,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D449,D449,scGen,latent,0.1771564824045693,5.1384,4,0.0205,3,0.0144,3,0.0162,5,0.0172,0.0171,-0.0171,600,2,79,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D450,D450,cell-mean,simple,0.3181,5.2912,4,0.022,3,0.0133,3,0.2195,5,0.0149,0.0674,-0.0674,600,2,77,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D450,D450,ctrl-pred,simple,-0.0004,5.1646,4,0.1491,3,0.0133,3,0.0261,5,0.0149,0.0508,-0.0508,600,2,77,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D450,D450,donor-shift,simple,0.0621,5.151,4,0.0833,3,0.0133,3,0.0261,5,0.0149,0.0344,-0.0344,600,2,77,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D450,D450,linear-PCA,simple,0.0505,5.1506,4,0.0964,3,0.0133,3,0.0261,5,0.0149,0.0377,-0.0377,600,2,77,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D450,D450,scGen,latent,0.2427873645088859,5.1254,4,0.1491,3,0.0133,3,0.0261,5,0.0149,0.0508,-0.0508,600,2,77,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D451,D451,cell-mean,simple,0.5194,6.0171,4,0.0187,3,0.0139,3,0.0602,5,0.0173,0.0275,-0.0275,600,2,70,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D451,D451,ctrl-pred,simple,-0.177,6.8197,4,0.0187,3,0.0139,3,0.0602,5,0.0173,0.0275,-0.0275,600,2,70,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D451,D451,donor-shift,simple,0.0112,6.8093,4,0.0187,3,0.0139,3,0.0602,5,0.0173,0.0275,-0.0275,600,2,70,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D451,D451,linear-PCA,simple,0.0204,6.8086,4,0.0187,3,0.0139,3,0.0602,5,0.0173,0.0275,-0.0275,600,2,70,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D451,D451,scGen,latent,0.0701203012499483,6.9817,4,0.0187,3,0.0139,3,0.0602,5,0.0173,0.0275,-0.0275,600,2,70,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D452,D452,cell-mean,simple,0.2823,5.2486,4,0.018,3,0.0187,3,0.201,5,0.0185,0.0641,-0.0641,600,2,77,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D452,D452,ctrl-pred,simple,0.0574,5.159,4,0.018,3,0.0187,3,0.027,5,0.0185,0.0206,-0.0206,600,2,77,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D452,D452,donor-shift,simple,0.0032,5.1414,4,0.018,3,0.0187,3,0.027,5,0.0185,0.0206,-0.0206,600,2,77,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D452,D452,linear-PCA,simple,-0.0053,5.1425,4,0.018,3,0.0187,3,0.027,5,0.0185,0.0206,-0.0206,600,2,77,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D452,D452,scGen,latent,0.1437988809751813,5.1664,4,0.018,3,0.0187,3,0.027,5,0.0185,0.0206,-0.0206,600,2,77,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D453,D453,cell-mean,simple,0.3893,5.1254,4,0.0149,3,0.014,3,0.2148,5,0.0219,0.0664,-0.0664,600,2,79,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D453,D453,ctrl-pred,simple,0.0505,5.1161,4,0.0149,3,0.014,3,0.0308,5,0.0219,0.0204,-0.0204,600,2,79,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D453,D453,donor-shift,simple,-0.0523,5.1231,4,0.0149,3,0.014,3,0.0308,5,0.0219,0.0204,-0.0204,600,2,79,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D453,D453,linear-PCA,simple,-0.0614,5.1244,4,0.0149,3,0.014,3,0.0308,5,0.0219,0.0204,-0.0204,600,2,79,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D453,D453,scGen,latent,0.2988185684203696,5.0422,4,0.0149,3,0.0035,3,0.0308,5,0.0219,0.0178,-0.0178,600,2,79,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D454,D454,cell-mean,simple,0.5603,5.7807,4,0.0208,3,0.0142,3,0.2172,5,0.0258,0.0695,-0.0695,300,1,80,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D454,D454,ctrl-pred,simple,-0.0446,5.656,4,0.0208,3,0.0142,3,0.0284,5,0.0258,0.0223,-0.0223,300,1,80,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D454,D454,donor-shift,simple,0.0517,5.6686,4,0.0208,3,0.0142,3,0.0284,5,0.0258,0.0223,-0.0223,300,1,80,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D454,D454,linear-PCA,simple,0.0485,5.6675,4,0.0208,3,0.0142,3,0.0284,5,0.0258,0.0223,-0.0223,300,1,80,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D454,D454,scGen,latent,0.3530100070211354,5.6091,4,0.0208,3,0.0142,3,0.0284,5,0.0258,0.0223,-0.0223,300,1,80,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D455,D455,cell-mean,simple,0.1853,5.9275,4,0.016,3,0.0153,3,0.2296,5,0.0225,0.0709,-0.0709,466,2,74,True,results/C2/soskic_donor_shard1of4.csv
